entity_uid,entity_label,entity_text,attribute_name,attribute_value,evidence,source,confidence,extract_method
Person:alonzo_church_croom,Person,Alonzo Church,occupation,computer scientist,"Alonzo Church (June 14, 1903 – August 11, 1995) was an American computer scientist, mathematician, logician, and philosopher who made major contributions to mathematical logic and the foundations of theoretical computer science.",https://en.wikipedia.org/wiki/Alonzo_Church,high,regex_rule
Person:alonzo_church_croom,Person,Alonzo Church,occupation,mathematician,"Alonzo Church (June 14, 1903 – August 11, 1995) was an American computer scientist, mathematician, logician, and philosopher who made major contributions to mathematical logic and the foundations of theoretical computer science.",https://en.wikipedia.org/wiki/Alonzo_Church,high,regex_rule
Person:alonzo_church_croom,Person,Alonzo Church,occupation,logician,"Alonzo Church (June 14, 1903 – August 11, 1995) was an American computer scientist, mathematician, logician, and philosopher who made major contributions to mathematical logic and the foundations of theoretical computer science.",https://en.wikipedia.org/wiki/Alonzo_Church,high,regex_rule
Person:alonzo_church_croom,Person,Alonzo Church,occupation,philosopher,"Alonzo Church (June 14, 1903 – August 11, 1995) was an American computer scientist, mathematician, logician, and philosopher who made major contributions to mathematical logic and the foundations of theoretical computer science.",https://en.wikipedia.org/wiki/Alonzo_Church,high,regex_rule
Person:alonzo_church_croom,Person,Alonzo Church,nationality,American,"Alonzo Church (June 14, 1903 – August 11, 1995) was an American computer scientist, mathematician, logician, and philosopher who made major contributions to mathematical logic and the foundations of theoretical computer science.",https://en.wikipedia.org/wiki/Alonzo_Church,high,regex_rule
Person:alonzo_church_croom,Person,Alonzo Church,birth_date,"June 14, 1903","Alonzo Church was born on June 14, 1903, in Washington, D.C., where his father, Samuel Robbins Church, was a justice of the peace and the judge of the Municipal Court for the District of Columbia.",https://en.wikipedia.org/wiki/Alonzo_Church,high,regex_rule
Person:alonzo_church_croom,Person,Alonzo,birth_date,1829,"He was the grandson of Alonzo Webster Church (1829-1909), United States Senate Librarian from 1881 to 1901, and great-grandson of Alonzo Church, a professor of Mathematics and Astronomy and 6th President of the University of Georgia.",https://en.wikipedia.org/wiki/Alonzo_Church,high,regex_rule
Person:alonzo_church_croom,Person,Alonzo,death_date,1909,"He was the grandson of Alonzo Webster Church (1829-1909), United States Senate Librarian from 1881 to 1901, and great-grandson of Alonzo Church, a professor of Mathematics and Astronomy and 6th President of the University of Georgia.",https://en.wikipedia.org/wiki/Alonzo_Church,high,regex_rule
Person:alonzo_church_croom,Person,Alonzo Church,occupation,professor,"He was the grandson of Alonzo Webster Church (1829-1909), United States Senate Librarian from 1881 to 1901, and great-grandson of Alonzo Church, a professor of Mathematics and Astronomy and 6th President of the University of Georgia.",https://en.wikipedia.org/wiki/Alonzo_Church,high,regex_rule
Person:alonzo_church_croom,Person,Alonzo Church,occupation,author,"Haskell Curry, who expanded on Church's ideas with the concept of currying, stated that one of his textbooks, Introduction to Mathematical Logic (first published in 1944), was ""written with the meticulous precision which characterizes the author's work generally.""",https://en.wikipedia.org/wiki/Alonzo_Church,high,regex_rule
Person:alonzo_church_croom,Person,Alonzo Church,death_date,1995,In memoriam: Alonzo Church (1903–1995) by Irving H.,https://en.wikipedia.org/wiki/Alonzo_Church,high,regex_rule
Person:john_von_neumann,Person,John von Neumann,occupation,mathematician,"John von Neumann ( von NOY-mən; Hungarian: Neumann János Lajos [ˈnɒjmɒn ˈjaːnoʃ ˈlɒjoʃ]; December 28, 1903 – February 8, 1957) was a Hungarian and American mathematician, physicist, computer scientist and engineer.",https://en.wikipedia.org/wiki/John_von_Neumann,high,regex_rule
Person:john_von_neumann,Person,John von Neumann,occupation,physicist,"John von Neumann ( von NOY-mən; Hungarian: Neumann János Lajos [ˈnɒjmɒn ˈjaːnoʃ ˈlɒjoʃ]; December 28, 1903 – February 8, 1957) was a Hungarian and American mathematician, physicist, computer scientist and engineer.",https://en.wikipedia.org/wiki/John_von_Neumann,high,regex_rule
Person:john_von_neumann,Person,John von Neumann,occupation,computer scientist,"John von Neumann ( von NOY-mən; Hungarian: Neumann János Lajos [ˈnɒjmɒn ˈjaːnoʃ ˈlɒjoʃ]; December 28, 1903 – February 8, 1957) was a Hungarian and American mathematician, physicist, computer scientist and engineer.",https://en.wikipedia.org/wiki/John_von_Neumann,high,regex_rule
Person:john_von_neumann,Person,John von Neumann,occupation,engineer,"John von Neumann ( von NOY-mən; Hungarian: Neumann János Lajos [ˈnɒjmɒn ˈjaːnoʃ ˈlɒjoʃ]; December 28, 1903 – February 8, 1957) was a Hungarian and American mathematician, physicist, computer scientist and engineer.",https://en.wikipedia.org/wiki/John_von_Neumann,high,regex_rule
Person:john_von_neumann,Person,John von Neumann,nationality,Hungarian,"John von Neumann ( von NOY-mən; Hungarian: Neumann János Lajos [ˈnɒjmɒn ˈjaːnoʃ ˈlɒjoʃ]; December 28, 1903 – February 8, 1957) was a Hungarian and American mathematician, physicist, computer scientist and engineer.",https://en.wikipedia.org/wiki/John_von_Neumann,high,regex_rule
Person:john_von_neumann,Person,John von Neumann,nationality,American,"John von Neumann ( von NOY-mən; Hungarian: Neumann János Lajos [ˈnɒjmɒn ˈjaːnoʃ ˈlɒjoʃ]; December 28, 1903 – February 8, 1957) was a Hungarian and American mathematician, physicist, computer scientist and engineer.",https://en.wikipedia.org/wiki/John_von_Neumann,high,regex_rule
Person:john_von_neumann,Person,John von Neumann,occupation,professor,"In 1929, he briefly became a Privatdozent at the University of Hamburg, where the prospects of becoming a tenured professor were better, then in October of that year moved to Princeton University as a visiting lecturer in mathematical physics.",https://en.wikipedia.org/wiki/John_von_Neumann,high,regex_rule
Person:john_von_neumann,Person,John von Neumann,birth_date,1935,"Von Neumann and Marietta had a daughter, Marina, born in 1935; she would become a professor.",https://en.wikipedia.org/wiki/John_von_Neumann,high,regex_rule
Person:john_von_neumann,Person,John von Neumann,occupation,researcher,"Considered to be possibly ""the most influential researcher in scientific computing of all time"", von Neumann made several contributions to the field, both technically and administratively.",https://en.wikipedia.org/wiki/John_von_Neumann,high,regex_rule
Person:john_von_neumann,Person,John von Neumann,birth_date,1972,"She was an academic economist, the first woman to serve on the President's Council of Economic Advisers (1972–1973), and served as Vice President of Public Affairs at General Motors (1979–1992)—making her the highest-ranking woman in the U.S.",https://en.wikipedia.org/wiki/John_von_Neumann,high,regex_rule
Person:john_von_neumann,Person,John von Neumann,death_date,1973,"She was an academic economist, the first woman to serve on the President's Council of Economic Advisers (1972–1973), and served as Vice President of Public Affairs at General Motors (1979–1992)—making her the highest-ranking woman in the U.S.",https://en.wikipedia.org/wiki/John_von_Neumann,high,regex_rule
Person:john_von_neumann,Person,John von Neumann,birth_date,1979,"She was an academic economist, the first woman to serve on the President's Council of Economic Advisers (1972–1973), and served as Vice President of Public Affairs at General Motors (1979–1992)—making her the highest-ranking woman in the U.S.",https://en.wikipedia.org/wiki/John_von_Neumann,high,regex_rule
Person:john_von_neumann,Person,John von Neumann,death_date,1992,"She was an academic economist, the first woman to serve on the President's Council of Economic Advisers (1972–1973), and served as Vice President of Public Affairs at General Motors (1979–1992)—making her the highest-ranking woman in the U.S.",https://en.wikipedia.org/wiki/John_von_Neumann,high,regex_rule
Person:claude_shannon,Person,Claude Shannon,birth_date,1916,"Claude Elwood Shannon (April 30, 1916 – February 24, 2001) was an American polymath who was a mathematician, electrical engineer, computer scientist, cryptographer, and inventor known as the ""father of information theory"", and the man who laid the foundations of the Information Age.",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Person:claude_shannon,Person,Claude Shannon,death_date,"February 24, 2001","Claude Elwood Shannon (April 30, 1916 – February 24, 2001) was an American polymath who was a mathematician, electrical engineer, computer scientist, cryptographer, and inventor known as the ""father of information theory"", and the man who laid the foundations of the Information Age.",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Person:claude_shannon,Person,Claude Shannon,occupation,mathematician,"Claude Elwood Shannon (April 30, 1916 – February 24, 2001) was an American polymath who was a mathematician, electrical engineer, computer scientist, cryptographer, and inventor known as the ""father of information theory"", and the man who laid the foundations of the Information Age.",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Person:claude_shannon,Person,Claude Shannon,occupation,engineer,"Claude Elwood Shannon (April 30, 1916 – February 24, 2001) was an American polymath who was a mathematician, electrical engineer, computer scientist, cryptographer, and inventor known as the ""father of information theory"", and the man who laid the foundations of the Information Age.",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Person:claude_shannon,Person,Claude Shannon,occupation,computer scientist,"Claude Elwood Shannon (April 30, 1916 – February 24, 2001) was an American polymath who was a mathematician, electrical engineer, computer scientist, cryptographer, and inventor known as the ""father of information theory"", and the man who laid the foundations of the Information Age.",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Person:claude_shannon,Person,Claude Shannon,nationality,American,"Claude Elwood Shannon (April 30, 1916 – February 24, 2001) was an American polymath who was a mathematician, electrical engineer, computer scientist, cryptographer, and inventor known as the ""father of information theory"", and the man who laid the foundations of the Information Age.",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Person:claude_shannon,Person,Claude Shannon,occupation,professor,"From 1956 to 1978, he was a professor at MIT.",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Person:claude_shannon,Person,Claude Shannon,birth_date,1862,"(1862–1934), was a businessman and, for a while, a judge of probate in Gaylord.",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Person:claude_shannon,Person,Claude Shannon,death_date,1934,"(1862–1934), was a businessman and, for a while, a judge of probate in Gaylord.",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Person:claude_shannon,Person,Claude Shannon,birth_date,1880,"His mother, Mabel Wolf Shannon (1880–1945), was a language teacher, who also served as the principal of Gaylord High School.",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Person:claude_shannon,Person,Claude Shannon,death_date,1945,"His mother, Mabel Wolf Shannon (1880–1945), was a language teacher, who also served as the principal of Gaylord High School.",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Person:claude_shannon,Person,Claude Shannon,birth_date,1609,"Both Shannon and Edison were descendants of John Ogden (1609–1682), a colonial leader and an ancestor of many distinguished people.",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Person:claude_shannon,Person,Claude Shannon,death_date,1682,"Both Shannon and Edison were descendants of John Ogden (1609–1682), a colonial leader and an ancestor of many distinguished people.",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Organization:bell_lab,Organization,Bell Lab,org_type,laboratory,He was also interested in the encipherment of speech and to this end spent time at Bell Labs.,https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Person:claude_shannon,Person,Claude Shannon,occupation,author,"Claude Shannon's influence has been immense in the field, for example, in a 1973 collection of the key papers in the field of information theory, he was author or coauthor of 12 of the 49 papers cited, while no one else appeared more than three times.",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Person:claude_shannon,Person,Claude Shannon,death_date,2001,"Shannon developed Alzheimer's disease and spent the last few years of his life in a nursing home; he died in 2001, survived by his wife, a son and daughter, and two granddaughters.",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Person:claude_shannon,Person,Claude Shannon,occupation,logician,"Nahin, Paul J., The Logician and the Engineer: How George Boole and Claude Shannon Created the Information Age, Princeton University Press, 2013, ISBN 978-0691151007",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Person:max_newman,Person,Max Newman,occupation,mathematician,"Maxwell Herman Alexander Newman, FRS (7 February 1897 – 22 February 1984), generally known as Max Newman, was a British mathematician and codebreaker.",https://en.wikipedia.org/wiki/Max_Newman,high,regex_rule
Person:max_newman,Person,Max Newman,occupation,codebreaker,"Maxwell Herman Alexander Newman, FRS (7 February 1897 – 22 February 1984), generally known as Max Newman, was a British mathematician and codebreaker.",https://en.wikipedia.org/wiki/Max_Newman,high,regex_rule
Person:max_newman,Person,Max Newman,nationality,British,"Maxwell Herman Alexander Newman, FRS (7 February 1897 – 22 February 1984), generally known as Max Newman, was a British mathematician and codebreaker.",https://en.wikipedia.org/wiki/Max_Newman,high,regex_rule
Person:max_newman,Person,Max Newman,birth_date,1935,"They had two sons, Edward (born 1935) and William (born 1939).",https://en.wikipedia.org/wiki/Max_Newman,high,regex_rule
Person:max_newman,Person,Max Newman,birth_date,1939,"They had two sons, Edward (born 1935) and William (born 1939).",https://en.wikipedia.org/wiki/Max_Newman,high,regex_rule
Person:max_newman,Person,Max Newman,nationality,German,"Newman was cautious, concerned to ensure that the work would be sufficiently interesting and useful, and there was also the possibility that his father's German nationality would rule out any involvement in top-secret work.",https://en.wikipedia.org/wiki/Max_Newman,high,regex_rule
Person:donald_michie,Person,Donald Michie,occupation,researcher,Donald Michie (; 11 November 1923 – 7 July 2007) was a British researcher in artificial intelligence.,https://en.wikipedia.org/wiki/Donald_Michie,high,regex_rule
Person:donald_michie,Person,Donald Michie,nationality,British,Donald Michie (; 11 November 1923 – 7 July 2007) was a British researcher in artificial intelligence.,https://en.wikipedia.org/wiki/Donald_Michie,high,regex_rule
Person:i_j_good,Person,I. J. Good,occupation,professor,Good moved to the United States where he was a professor at Virginia Tech.,https://en.wikipedia.org/wiki/I._J._Good,high,regex_rule
Person:i_j_good,Person,I. J. Good,aliases,of Moshe Oved,"His father was a watchmaker, who later managed and owned a successful fashionable jewellery shop, and was also a notable Yiddish writer writing under the pen name of Moshe Oved.",https://en.wikipedia.org/wiki/I._J._Good,high,regex_rule
Person:gordon_welchman,Person,Gordon Welchman,occupation,mathematician,William Gordon Welchman (15 June 1906 – 8 October 1985) was an English mathematician.,https://en.wikipedia.org/wiki/Gordon_Welchman,high,regex_rule
Person:gordon_welchman,Person,Gordon Welchman,nationality,English,William Gordon Welchman (15 June 1906 – 8 October 1985) was an English mathematician.,https://en.wikipedia.org/wiki/Gordon_Welchman,high,regex_rule
Person:gordon_welchman,Person,Gordon Welchman,birth_date,1866,"Gordon Welchman was born the youngest of three children in Fishponds, Bristol, to William Welchman (1866–1954) and Elizabeth Marshall Griffith.",https://en.wikipedia.org/wiki/Gordon_Welchman,high,regex_rule
Person:gordon_welchman,Person,Gordon Welchman,death_date,1954,"Gordon Welchman was born the youngest of three children in Fishponds, Bristol, to William Welchman (1866–1954) and Elizabeth Marshall Griffith.",https://en.wikipedia.org/wiki/Gordon_Welchman,high,regex_rule
Person:gordon_welchman,Person,Gordon Welchman,occupation,codebreaker,The programme was entitled Bletchley Park: Code-breaking's Forgotten Genius and as The Codebreaker Who Hacked Hitler when broadcast on the Smithsonian Channel in the US.,https://en.wikipedia.org/wiki/Gordon_Welchman,high,regex_rule
Person:hugh_alexander,Person,Hugh Alexander,birth_date,1884,Hugh Edward Alexander (1884–1957) was a Scottish minister who worked mostly in Switzerland.,https://en.wikipedia.org/wiki/Hugh_E._Alexander,high,regex_rule
Person:hugh_alexander,Person,Hugh Alexander,death_date,1957,Hugh Edward Alexander (1884–1957) was a Scottish minister who worked mostly in Switzerland.,https://en.wikipedia.org/wiki/Hugh_E._Alexander,high,regex_rule
Person:hugh_alexander,Person,Hugh Alexander,occupation,author,"""HE Alexander"", Autor [Author] (in French), BR: Mundo cristão, archived from the original on 3 May 2010, retrieved 1 October 2010.",https://en.wikipedia.org/wiki/Hugh_E._Alexander,high,regex_rule
Person:robin_gandy,Person,Robin Gandy,occupation,mathematician,Robin Oliver Gandy (22 September 1919 – 20 November 1995) was a British mathematician and logician.,https://en.wikipedia.org/wiki/Robin_Gandy,high,regex_rule
Person:robin_gandy,Person,Robin Gandy,occupation,logician,Robin Oliver Gandy (22 September 1919 – 20 November 1995) was a British mathematician and logician.,https://en.wikipedia.org/wiki/Robin_Gandy,high,regex_rule
Person:robin_gandy,Person,Robin Gandy,nationality,British,Robin Oliver Gandy (22 September 1919 – 20 November 1995) was a British mathematician and logician.,https://en.wikipedia.org/wiki/Robin_Gandy,high,regex_rule
Organization:cambridge_university,Organization,University of Cambridge,org_type,university,"He was a friend, student, and associate of Alan Turing, having been supervised by Turing during his PhD at the University of Cambridge, where they worked together.",https://en.wikipedia.org/wiki/Robin_Gandy,high,regex_rule
Person:robin_gandy,Person,Robin Gandy,birth_date,1771,"A great-great-grandson of the architect and artist Joseph Gandy (1771–1843), he was the son of Thomas Hall Gandy (1876–1948), a general practitioner, and Ida Caroline née Hony (1885–1977), a social worker and later an author.",https://en.wikipedia.org/wiki/Robin_Gandy,high,regex_rule
Person:robin_gandy,Person,Robin Gandy,death_date,1843,"A great-great-grandson of the architect and artist Joseph Gandy (1771–1843), he was the son of Thomas Hall Gandy (1876–1948), a general practitioner, and Ida Caroline née Hony (1885–1977), a social worker and later an author.",https://en.wikipedia.org/wiki/Robin_Gandy,high,regex_rule
Person:robin_gandy,Person,Robin Gandy,birth_date,1876,"A great-great-grandson of the architect and artist Joseph Gandy (1771–1843), he was the son of Thomas Hall Gandy (1876–1948), a general practitioner, and Ida Caroline née Hony (1885–1977), a social worker and later an author.",https://en.wikipedia.org/wiki/Robin_Gandy,high,regex_rule
Person:robin_gandy,Person,Robin Gandy,death_date,1948,"A great-great-grandson of the architect and artist Joseph Gandy (1771–1843), he was the son of Thomas Hall Gandy (1876–1948), a general practitioner, and Ida Caroline née Hony (1885–1977), a social worker and later an author.",https://en.wikipedia.org/wiki/Robin_Gandy,high,regex_rule
Person:robin_gandy,Person,Robin Gandy,birth_date,1885,"A great-great-grandson of the architect and artist Joseph Gandy (1771–1843), he was the son of Thomas Hall Gandy (1876–1948), a general practitioner, and Ida Caroline née Hony (1885–1977), a social worker and later an author.",https://en.wikipedia.org/wiki/Robin_Gandy,high,regex_rule
Person:robin_gandy,Person,Robin Gandy,death_date,1977,"A great-great-grandson of the architect and artist Joseph Gandy (1771–1843), he was the son of Thomas Hall Gandy (1876–1948), a general practitioner, and Ida Caroline née Hony (1885–1977), a social worker and later an author.",https://en.wikipedia.org/wiki/Robin_Gandy,high,regex_rule
Person:robin_gandy,Person,Robin Gandy,occupation,author,"A great-great-grandson of the architect and artist Joseph Gandy (1771–1843), he was the son of Thomas Hall Gandy (1876–1948), a general practitioner, and Ida Caroline née Hony (1885–1977), a social worker and later an author.",https://en.wikipedia.org/wiki/Robin_Gandy,high,regex_rule
Person:robin_gandy,Person,Robin Gandy,occupation,professor,"He was a visiting associate professor at Stanford University from 1966 to 1967 and held a similar position at University of California, Los Angeles in 1968.",https://en.wikipedia.org/wiki/Robin_Gandy,high,regex_rule
Organization:cambridg_university,Organization,University of Cambridg,org_type,university,"King's College, formally The King's College of Our Lady and Saint Nicholas in Cambridge, is a constituent college of the University of Cambridge.","https://en.wikipedia.org/wiki/King%27s_College,_Cambridge",high,regex_rule
Organization:oxford_for_university,Organization,University of Oxford for,org_type,university,The university's founding followed the arrival of scholars who left the University of Oxford for Cambridge after a dispute with local townspeople.,https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:oxford_university,Organization,University of Oxford,org_type,university,"The founding of the university, however, mostly originated with an incident at the University of Oxford during which three Oxford scholars, following the death of a local woman, were hanged by the town's secular authorities.",https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of,Organization,University of ,org_type,university,"Fearing more violence from Oxford townsfolk, University of Oxford scholars began leaving Oxford for more hospitable cities, including Paris, Reading, and Cambridge.",https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:cambridge_university,Organization,University of Cambridge,established_year,1284,"The University of Cambridge's first college, Peterhouse, was founded in 1284 by Hugh de Balsham, the Bishop of Ely.",https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:cambridge_university,Organization,University of Cambridge,established_year,2020,"All students at the University of Cambridge are represented by Cambridge Students' Union, which was founded in 2020 as a merger of two student unions, Cambridge University Students' Union (CUSU) and the Graduate Union (GU).",https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:princeton_university_orchestr,Organization,Princeton University Orchestr,established_year,1896,"Other groups include the Princeton University Orchestra, the flagship symphony orchestra group founded in 1896, and the Princeton Symphony Orchestra, both of which perform at Alexander Hall.",https://en.wikipedia.org/wiki/Princeton_University,high,regex_rule
Organization:cappella_e,Organization,a cappella e,established_year,1941,"The oldest a cappella ensemble is the Nassoons, which were formed in 1941.",https://en.wikipedia.org/wiki/Princeton_University,high,regex_rule
Person:auld,Person,Auld,occupation,professor,"After an unsuccessful attempt at singing it to Auld Lang Syne's melody, Karl Langlotz, a Princeton professor, wrote the music for it.",https://en.wikipedia.org/wiki/Princeton_University,high,regex_rule
Organization:government_code_cypher_school,Organization,Government Code & Cypher School,org_type,school,"The Government Code & Cypher School became the Government Communications Headquarters (GCHQ), moving to Eastcote in 1946 and to Cheltenham in 1951.",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:university_of,Organization,University of,established_year,2004,The current University of Manchester was formed in 2004 following the merger of the University of Manchester Institute of Science and Technology (UMIST) and the Victoria University of Manchester.,https://en.wikipedia.org/wiki/University_of_Manchester,high,regex_rule
Organization:manchester_university,Organization,University of Manchester,established_year,1851,"The Victoria University of Manchester was founded in 1851, as Owens College.",https://en.wikipedia.org/wiki/University_of_Manchester,high,regex_rule
Organization:university,Organization,University &,org_type,university,"The university has achieved success in the BUCS (British University & College Sports) competitions, with its men's water polo first team winning the national championships (2009, 2010, 2011) under the tutelage of their coach Andy Howard.",https://en.wikipedia.org/wiki/University_of_Manchester,high,regex_rule
